temprature,power_usage,usage_percent
43,3335,0
43,3335,0
43,3335,0
43,3335,0
43,3335,0
43,3335,0
43,3335,0
43,3335,0
43,3335,0
43,3335,0
43,3335,0
43,3335,0
43,3335,0
43,3335,0
43,3335,0
43,3335,0
